woordenboek,nl,n
gratis,nl,adv
gratuit,nl,adj
word,nl,v
word,nl,n
pond,nl,n
pond,nl,n
pies,nl,n
raven,nl,n
raven,nl,v
dialect,nl,n
aam,nl,n
aardwolf,nl,n
on,nl,adv
kun,nl,v
week,nl,n
week,nl,adv
week,nl,v
nu,nl,adv
lente,nl,n
zomer,nl,n
herfst,nl,n
winter,nl,n
winter,nl,n
accolade,nl,n
de,nl,a
en,nl,conj
het,nl,a
van,nl,adv
hoed,nl,n
ik,nl,p
te,nl,adv
te,nl,a
dat,nl,p
die,nl,p
die,nl,p
een,nl,a
hij,nl,p
niet,nl,adv
niet,nl,n
niet,nl,v
zijn,nl,v
zijn,nl,p
lens,nl,n
wolf,nl,n
wolf,nl,n
wolf,nl,n
star,nl,adj
letter,nl,n
beer,nl,n
beer,nl,v
beer,nl,n
beer,nl,v
beer,nl,n
beer,nl,v
bit,nl,n
man,nl,n
is,nl,v
are,nl,n
port,nl,n
port,nl,n
os,nl,n
bot,nl,adj
bot,nl,n
Esperanto,nl,n
stock,nl,n
onderuitputting,nl,n
onderbenutting,nl,n
war,nl,n
euro,nl,n
bank,nl,n
open,nl,adj
consensus,nl,n
fruit,nl,n
big,nl,n
last,nl,n
last,nl,n
acacia,nl,n
radio,nl,n
Cuba,nl,n
gas,nl,n
mars,nl,n
mars,nl,intj
affix,nl,n
map,nl,n
storm,nl,n
win,nl,v
win,nl,n
win,nl,n
drink,nl,v
drink,nl,v
baby,nl,n
stand,nl,n
yeti,nl,n
here,nl,n
plant,nl,n
plant,nl,v
dar,nl,n
dar,nl,v
beige,nl,adj
gold,nl,v
gold,nl,n
pink,nl,n
violet,nl,n
violet,nl,adj
violet,nl,n
tempo,nl,n
wrong,nl,v
worst,nl,n
dollar,nl,n
cast,nl,n
been,nl,n
been,nl,n
pit,nl,n
Welsh,nl,n
Welsh,nl,adj
of,nl,conj
jack,nl,n
thee,nl,n
sol,nl,n
sol,nl,v
water,nl,n
water,nl,v
hand,nl,n
at,nl,v
toe,nl,adv
toe,nl,intj
el,nl,n
finish,nl,n
anoa,nl,n
elk,nl,p
alpaca,nl,n
lama,nl,n
guanaco,nl,n
wombat,nl,n
koala,nl,n
jacht,nl,n
voornaam,nl,n
voornaam,nl,adj
voornamelijk,nl,adv
tree,nl,n
impala,nl,n
boy,nl,n
her,nl,n
stem,nl,n
amai,nl,intj
rechtsomkeert,nl,adv
kiwi,nl,n
qua,nl,adv
air,nl,n
arm,nl,n
arm,nl,adj
as,nl,n
as,nl,n
bepalingaankondigend voornaamwoord,nl,n
bijvoeglijk,nl,adj
west,nl,adj
boom,nl,n
aanbidden,nl,v
was,nl,n
was,nl,v
was,nl,n
was,nl,v
was,nl,v
wassen,nl,v
wassen,nl,adj
kerel,nl,n
kluit,nl,n
non,nl,n
nicht,nl,n
vleugel,nl,n
men,nl,p
bahasa,nl,n
project,nl,n
experiment,nl,n
Afrikaans,nl,adj
rat,nl,n
room,nl,n
hut,nl,n
hut,nl,n
alligator,nl,n
hobby,nl,n
hobby,nl,n
pen,nl,n
tin,nl,n
gun,nl,v
amber,nl,n
amber,nl,n
amber,nl,n
caracal,nl,n
minister,nl,n
marina,nl,n
hamster,nl,n
hamster,nl,v
johnny's en marina's,nl,n
al,nl,adv
al,nl,conj
adel,nl,n
vrij,nl,adj
vrij,nl,adv
vrij,nl,v
wij,nl,p
wei,nl,n
haar,nl,n
haar,nl,p
mijn,nl,p
mijn,nl,n
god,nl,n
bad,nl,n
bad,nl,v
kind,nl,n
bed,nl,n
talk,nl,n
zak,nl,n
zak,nl,v
begin,nl,n
begin,nl,v
begin,nl,n
bel,nl,n
bel,nl,v
ben,nl,v
benen,nl,adj
benen,nl,n
benen,nl,v
benen,nl,n
ver,nl,adj
vers,nl,adj
vers,nl,n
verre,nl,n
look,nl,n
jargon,nl,n
slang,nl,n
we,nl,p
we,nl,p
me,nl,p
uwe,nl,p
talent,nl,n
leg,nl,v
angel,nl,n
