gratuit,fr,adj
livre,fr,n
livre,fr,n
livre,fr,v
chien,fr,n
pies,fr,n
pie,fr,n
minute,fr,n
minute,fr,intj
adjective,fr,adj
adjectival,fr,adj
substantive,fr,adj
patronage,fr,n
abaca,fr,n
abandon,fr,n
abattoir,fr,n
abbatial,fr,adj
abbatial,fr,n
abdication,fr,n
abdication,fr,n
abdomen,fr,n
abduction,fr,n
abduction,fr,n
aberrant,fr,adj
aberration,fr,n
abhorrent,fr,v
abhorrer,fr,v
abject,fr,adj
abolition,fr,n
abomination,fr,n
abrasion,fr,n
abreuvoir,fr,n
on,fr,p
nu,fr,adj
lente,fr,n
lente,fr,adj
lente,fr,n
été,fr,n
servant,fr,n
y,fr,p
y,fr,n
absent,fr,adj
absorber,fr,v
abuser,fr,v
acceptant,fr,v
acception,fr,n
acclimatation,fr,n
accolade,fr,n
plural,fr,adj
libre,fr,adj
jeudi,fr,n
de,fr,a
en,fr,p
van,fr,n
te,fr,p
orange,fr,n
orange,fr,adj
accord,fr,n
parole,fr,n
four,fr,n
tables,fr,n
second,fr,adj
second,fr,n
pseudo,fr,n
livrer,fr,v
point,fr,n
point,fr,adv
are,fr,n
fart,fr,n
mandat,fr,n
représentant,fr,v
représentant,fr,n
observateur,fr,n
doctrine,fr,n
port,fr,n
os,fr,n
date,fr,n
flute,fr,n
brassière,fr,n
stock,fr,n
secret,fr,adj
secret,fr,n
langue,fr,n
euro,fr,n
fruit,fr,n
religion,fr,n
global,fr,adj
but,fr,n
accommodation,fr,n
mobile,fr,adj
mobile,fr,n
digital,fr,adj
radio,fr,n
Cuba,fr,n
Cuba,fr,n
mars,fr,n
translation,fr,n
ami,fr,n
standard,fr,adj
pollution,fr,n
computer,fr,v
absence,fr,n
absorbent,fr,v
abstraction,fr,n
accent,fr,n
bio,fr,adj
lapidation,fr,n
accusation,fr,n
accusation,fr,n
accusative,fr,adj
accuse,fr,v
acidification,fr,n
poison,fr,n
choir,fr,v
index,fr,n
dictionnaire,fr,n
radar,fr,n
donner,fr,v
protester,fr,v
tigre,fr,n
tigre,fr,n
minuscule,fr,adj
minuscule,fr,n
nuisance,fr,n
mental,fr,adj
mental,fr,n
NASDAQ,fr,n
mauve,fr,n
mauve,fr,adj
mauve,fr,n
cane,fr,n
soccer,fr,n
football,fr,n
football,fr,n
zipper,fr,v
dollar,fr,n
router,fr,n
age,fr,n
nickel,fr,n
latin,fr,adj
latin,fr,n
or,fr,n
or,fr,adv
or,fr,conj
cube,fr,n
triangle,fr,n
encomium,fr,n
sol,fr,n
sol,fr,n
sol,fr,n
sol,fr,n
tennis,fr,n
existence,fr,n
shit,fr,n
percent,fr,v
hand,fr,n
hand,fr,n
coin,fr,n
animal,fr,n
animal,fr,adj
an,fr,n
lama,fr,n
lama,fr,v
yacht,fr,n
xylophone,fr,n
koala,fr,n
boomerang,fr,n
indicative,fr,adj
action,fr,n
infinitive,fr,adj
infinitive,fr,n
article,fr,n
masculine,fr,adj
future,fr,adj
quadrant,fr,n
air,fr,n
argument,fr,n
art,fr,n
as,fr,n
as,fr,v
adore,fr,v
parent,fr,n
son,fr,n
son,fr,adj
son,fr,p
non,fr,adv
non,fr,intj
non,fr,adv
car,fr,n
car,fr,conj
car,fr,adj
expression,fr,n
cool,fr,adj
cool,fr,intj
quadruple,fr,adj
quadruple,fr,n
quadruple,fr,v
quadruplet,fr,n
sextuplet,fr,n
rue,fr,n
rue,fr,n
habit,fr,n
mine,fr,n
mine,fr,n
ours,fr,n
chartreuse,fr,adj
chocolate,fr,adj
finale,fr,adj
finale,fr,n
rat,fr,n
gray,fr,n
sorbet,fr,n
bronze,fr,n
alligator,fr,n
lime,fr,n
lime,fr,n
olive,fr,n
chair,fr,n
rose,fr,adj
rose,fr,n
rose,fr,n
turquoise,fr,n
turquoise,fr,n
turquoise,fr,adj
taupe,fr,n
omelette,fr,n
omelette,fr,n
marina,fr,v
hamster,fr,n
distinct,fr,adj
ai,fr,v
ans,fr,n
bai,fr,adj
bals,fr,n
bals,fr,n
