dog,Danish,conj
dog,Danish,n
cat,Indonesian,n
cat,Irish,n
cat,Irish,Mutation
cat,Malay,n
cat,Romanian,n
cat,Romanian,n
gratis,Afrikaans,adv
gratis,Danish,adv
gratis,Danish,adj
gratis,la,Descendants
gratis,Romanian,adv
livre,Portuguese,adj
pies,Polish,n
pie,Esperanto,adv
raven,Slovene,adj
aquila,la,Descendants
may,Kurdish,n
may,Tagalog,v
may,Tatar,n
august,Bosnian,n
august,Croatian,n
august,Danish,n
august,Estonian,n
august,Faroese,n
august,Faroese,n
august,Norwegian,n
august,Romanian,n
august,Slovak,n
august,Sundanese,n
august,Tatar,n
day,Scots,n
synonym,Danish,adj
synonym,Danish,n
synonym,Norwegian,adj
synonym,Norwegian,n
klama,Lojban,Gismu
verb,Romanian,n
adjective,Romanian,n
substantive,Romanian,n
deal,Romanian,n
name,Kurdish,n
name,Lithuanian,n
name,Mandarin,adv
name,Mandarin,conj
f,en,Letter
f,Romanian,Letter
fa,Catalan,n
fa,Catalan,intj
fa,Hungarian,n
fa,Hungarian,adj
fa,Mandarin,v
fa,Scots,p
fa,Swahili,v
a-,Croatian,p
aardvark,Afrikaans,n
ab,Romani,n
ab,Turkish,n
ab,Turkish,conj
abaca,Portuguese,n
abactor,la,Descendants
abacus,la,Descendants
abandon,Romanian,n
abate,Novial,n
abate,Romanian,n
abba,Hungarian,p
abba,Sardinian,n
abdal,Bosnian,n
abdal,Turkish,n
abdest,Bosnian,n
abdest,Croatian,n
abdest,Serbian,n
abdest,Turkish,n
abdomen,Croatian,n
abhal,Irish,n
abit,Finnish,n
aboon,Scots,adv
abort,Norwegian,n
on,Catalan,p
on,Croatian,p
on,Czech,p
on,Estonian,v
on,Finnish,v
on,Japanese,n
on,Polish,p
on,Slovak,p
on,Slovene,p
on,Turkish,p
kun,Finnish,conj
kun,Japanese,n
kun,Japanese,s
kun,Norwegian,adv
kun,Norwegian,n
kun,Norwegian,n
week,Afrikaans,n
nu,Danish,adv
nu,Esperanto,intj
nu,Esperanto,n
nu,Greek,Letter
nu,Greek,num
nu,Japanese,Romaji
nu,Lojban,Cmavo
nu,Mandarin,adv
nu,Polish,intj
nu,Portuguese,adj
nu,Romanian,adv
nu,Sicilian,a
bongu,Lojban,Gismu
bone,Esperanto,adv
bone,Ido,adv
robot,Czech,n
robot,Slovene,n
y,en,Letter
y,fr,Letter
y,es,Letter
y,Vietnamese,n
y,Welsh,a
the,Irish,adj
the,Irish,n
absis,Indonesian,n
absolvent,Czech,n
absque hoc,en,Phrase
abut,Kiput,v
aby,Czech,conj
aby,Polish,conj
Acadian,en,Homonyms
plural,Croatian,n
zukte,Lojban,n
definition,Finnish,n
definition,Finnish,n
definition,Finnish,Descendants
pez,Kurdish,n
spring,Danish,n
de,Danish,p
de,Hungarian,conj
de,Japanese,n
de,Mandarin,Pinyin
de,Turkish,conj
de,Turkish,v
de,Turkish,a
en,Catalan,a
en,Catalan,contr
en,Catalan,p
en,Danish,p
en,Finnish,v
en,Icelandic,adv
en,Icelandic,conj
en,Japanese,n
en,Norwegian,a
en,Norwegian,num
en,Turkish,n
en,Turkish,conj
het,Finnish,p
van,Croatian,adv
van,Hungarian,v
van,Hungarian,adj
ik,Latvian,adv
ik,Latvian,p
te,Basque,n
te,Basque,p
te,Danish,n
te,Estonian,p
te,Ewe,n
te,Ewe,v
te,Faroese,n
te,Finnish,p
te,Finnish,inf
te,Hungarian,p
te,Icelandic,n
te,Irish,adj
te,Irish,Mutation
te,Lojban,Cmavo
te,Maori,a
te,Meriam,n
te,Norwegian,n
te,Romani,conj
te,Romanian,p
te,Tongan,a
dat,en,Determiner
dat,Rohingya,n
dat,Romanian,v
die,Afrikaans,a
die,Danish,n
in,Japanese,n
in,Romanian,n
in,Romansch,a
in,Romansch,Number
in,Slovene,conj
een,Scots,n
gerku,Lojban,Gismu
whatever,en,Determiner
your mileage may vary,en,Idiom
SHCP,es,Initialism
bbl,en,Initialism
seven,en,Number
seven,Breton,adj
wolf,Afrikaans,n
planet,Croatian,n
star,Bosnian,adj
star,Croatian,adj
star,Serbian,adj
star,Slovene,adj
sky,Danish,adj
sky,Danish,n
sky,Danish,v
sky,Norwegian,adj
sky,Norwegian,n
sky,Norwegian,v
sky,Scots,n
can,Irish,v
can,Irish,Mutation
can,Turkish,n
can,Welsh,adj
can,Welsh,n
can,Welsh,Mutation
o,Catalan,conj
o,Catalan,p
o,Catalan,p
o,Japanese,n
o,Japanese,p
o,Lithuanian,conj
o,Portuguese,a
o,Portuguese,p
o,Romanian,Letter
o,Romanian,a
o,Romanian,intj
o,Romanian,p
o,Romanian,v
o,Turkish,p
o,Turkish,p
o,Welsh,p
zero,Catalan,n
zero,Japanese,Romaji
zero,Kurdish,n
zero,Portuguese,n
LDP,en,Initialism
acid,Romanian,adj
acid,Romanian,n
growth,en,Hyponyms
parole,Latvian,n
rain dogs and cats,en,Phrase
one,Bosnian,p
one,Croatian,p
one,Hawaiian,n
one,Maori,n
one,Polish,p
one,Polish,n
one,Serbian,p
one,Slovene,p
one,Tahitian,n
one,Tahitian,n
one,Tahitian,n
OS,sv,Initialism
seme,Basque,n
seme,Serbian,n
seme,Slovene,n
few,en,Determiner
I love you,en,Phrase
mann,Faroese,n
mann,Icelandic,n
mann,Norwegian,n
mann,Norwegian,n
mann,Norwegian,Descendants
bit,Croatian,n
bit,Czech,n
bit,Czech,v
bit,Turkish,v
BCE,fr,Initialism
BCE,Irish,Initialism
BCE,it,Initialism
BCE,Portuguese,Initialism
BCE,es,Initialism
CE,en,Initialism
sun,Finnish,p
sun,Finnish,p
man,Albanian,n
man,Albanian,v
man,Faroese,v
man,Faroese,p
man,Galician,n
man,Icelandic,n
man,Icelandic,v
man,Japanese,n
man,Kurdish,v
man,Lithuanian,p
man,Lithuanian,conj
man,Mandarin,p
man,Mandarin,n
man,Welsh,adv
man,Welsh,n
